dernier_soleil,-0.068
défilé_syndicats,-0.125
montagne_longue,-0.021
grande_prière,0.482
heureux_noel,0.324
fou_rire,-0.25
virage_partiel,0.088
lieux_oubliés,-0.031
beauté_artistique,0.573
large_structure,-0.015
faïence_émaillée,-0.018
ville_sale,-0.263
espace_piéton,-0.049
vieux_amants,0.021
faune_sauvage,-0.25
homme_élastique,0.079
jeune_modèle,0.049
episode_neigeux,0.013
jeune_creation,0.009
colourful_sun,0.008
culte_catholique,1.07
chef_sale,-0.548
fille_brune,-0.124
belle_fleur,0.774
petite_aventure,-0.111
oiseau_domestique,0.003
ancienne_demeure,-0.02
immense_jardin,-0.008
grande_aiguille,0.371
sale_printemps,-0.25
ciel_tourmenté,-0.336
jolie_plage,0.502
classe_populaire,0.063
sombre_hiver,-0.187
douce_violence,0.145
azul_suave,0.07
eau_transparente,0.112
jolie_lumière,0.532
pigeons_amoureux,0.25
gros_yeux,0.234
sculpture_super,0.364
paysage_moderne,0.037
miroir_abandonné,0.18
gros_fun,0.519
active_couple,-0.005
troubles_psychiques,-0.544
jeu_long,-0.059
femme_sauvage,-0.272
arbres_magnifique,0.613
long_tour,-0.043
heure_dorée,0.123
couple_amoureux,0.568
fille_sexy,0.894
femme_invisible,-0.141
mont_calme,0.068
rue_intérieure,0.028
edifice_gothique,-0.041
vitrail_moderne,-0.027
jeu_populaire,0.008
homme_souriant,0.11
ambiance_électrique,-0.036
large_graffiti,-0.045
restaurant_bon,0.228
petite_famille,-0.078
jupe_sexy,0.446
fleuve_sauvage,-0.272
magnifique_modèle,1.257
robe_romantique,0.828
rue_sale,-1.022
panorama_naturel,-0.026
grosse_bête,0.046
coeur_ouvert,-0.106
homme_chauve,-0.182
port_industriel,0.039
zone_sombre,-0.187
petite_note,-0.156
rêve_étrange,-0.005
jouet_abandonné,0.055
bâtiment_historique,0.035
regard_lourd,-0.308
jardin_sauvage,-0.272
grand_appartement,0.165
antique_costume,-0.026
gros_jeu,0.046
manifestation_pacifique,0.112
impression_surréaliste,-0.08
vieille_pomme,0.021
trouble_vision,-0.544
site_antique,-0.004
cercle_vicieux,-0.621
homme_invisible,-0.281
deuil_national,-1.282
paysage_magnifique,1.227
zone_aride,0.011
zone_protégé,-0.281
forêt_vierge,0.015
super_building,0.364
rue_pavé,-0.513
beau_mur,0.477
large_prairie,-0.015
sombre_jour,-0.374
gros_bouquet,0.088
véhicule_automobile,-0.035
match_perdu,-0.33
cadrage_interessant,0.203
noble_visage,0.141
guide_spirituel,0.023
faune_tropicale,-0.021
bonne_pierre,0.353
ancien_mannequin,-0.02
tons_bleu,-0.153
ciel_remarquable,0.57
cuisine_rustique,0.003
enfant_naturel,-0.32
miracle_grand,0.541
paysage_industriel,0.078
grande_fête,0.148
simple_solitude,-0.496
exclusive_mode,-0.318
musique_magnifique,1.38
force_vitale,0.091
belle_terrasse,0.125
group_sale,-0.263
bar_vide,0.07
grande_part,0.125
petit_lion,-0.056
grande_parc,0.239
plante_vivace,0.01
beau_quartier,0.477
double_force,-0.027
champ_vide,-0.428
ruine_industrielle,0.078
gare_franche,0.031
pavé_mouillé,-0.002
frustrations_sexuelles,0.034
pays_chaud,0.017
sexy_string,0.446
large_vase,-0.015
nuage_menaçant,-0.367
regard_enfantin,-0.172
annonce_immobilière,-0.013
ville_insolite,-0.039
souvenirs_oubliés,-0.031
ambiance_dramatique,0.045
jardin_royal,0.029
chemin_romantique,0.829
amour_perdu,-0.33
jolie_mome,0.246
bonne_maman,1.471
petit_beurre,-0.056
décor_antique,-0.013
mauvais_poil,-0.468
prêtre_catholique,0.098
espace_sauvage,-0.25
mariage_religieux,-0.02
regard_méchant,-1.191
lumière_boréale,0.045
vegetation_tropicale,-0.047
arme_automatique,-0.044
grande_résistance,0.125
verre_contemporain,0.003
belles_femmes,0.238
seul_soir,0.062
mauvaise_humeur,-1.714
rue_étroite,0.031
chat_magnifique,1.227
collection_complète,0.148
petit_col,-0.158
pasteles_originales,-0.031
cable_electrique,-0.036
chapelle_catholique,0.098
pluie_forte,-0.013
oeuvres_diverses,-0.031
beau_citron,0.477
fort_rouille,0.003
folie_douce,0.389
petite_cascade,-0.656
industrie_lourde,-0.027
paysage_sombre,-0.39
chien_doux,-0.29
gestion_écologique,-0.004
vie_saine,0.428
château_royal,0.029
voyage_imaginaire,-0.281
homme_seul,0.063
miroir_antique,-0.026
jus_frais,-0.355
conte_fantastique,0.562
jouet_plastique,0.083
beau_vélo,0.252
vieille_mosquée,0.021
enfant_heureux,0.652
église_saint,0.062
vieux_chien,0.043
grande_culture,0.535
petit_tour,-0.157
centre_ancien,-0.02
paysage_désert,-0.266
édifice_religieux,-0.01
centre_aéré,0.009
eau_plate,-0.042
forêt_imaginaire,-0.281
île_fantastique,0.25
mission_humanitaire,0.098
paysage_pittoresque,0.062
bizarre_sculpture,-0.128
vieux_garage,0.021
bois_humide,-0.002
vive_festival,0.009
temps_pluvieux,-0.031
sol_pavé,-0.008
petit_foret,-0.078
petite_galerie,-0.078
village_médieval,-0.003
belle_Île,0.363
simple_silence,-0.328
jeune_faune,0.009
lumière_naturel,-0.053
saint_lord,0.062
paysage_romantique,0.828
personne_seule,0.031
dessin_contemporain,0.003
vieux_couvent,0.021
magnifique_vue,1.227
chaise_vide,0.07
vielle_porte,0.021
abandon_mental,-0.127
jeune_bébé,0.519
grands_ensembles,0.04
développement_personnel,0.025
fleurs_peintes,-0.01
grande_vallée,0.148
pente_douce,0.147
montage_double,0.031
belle_mer,0.727
festival_classique,0.039
long_front,-0.021
vieux_batiment,0.021
bizarre_festival,-0.203
milieu_naturel,-0.026
sombre_ombre,-0.397
paysage_historique,0.07
architecture_classique,0.022
hopital_abandonné,0.078
basse_île,-0.139
foi_catholique,0.695
avion_raté,-0.375
belle_case,0.75
harmonie_musicale,0.158
grand_jardin,0.165
pays_niçois,0.252
bol_vide,0.141
coeur_blessé,-1.062
faux_illustration,-0.638
beau_visage,0.477
théatre_antique,-0.004
vagues_geantes,0.07
fausse_alerte,-0.388
moment_historique,0.08
belle_voix,0.733
train_abandonné,0.028
forêt_lugubre,-0.196
bizarre_architecture,-0.203
arbre_singulier,-0.011
sable_sombre,-0.187
union_trouble,-0.318
belle_fille,0.73
petit_palace,-0.078
bois_brut,-0.216
violent_femme,-0.16
petit_coin,-0.156
chapelle_orthodoxe,0.065
ancien_village,-0.004
jeune_entreprise,0.035
sexy_foot,0.446
agriculture_biologique,0.044
arbre_caché,-0.138
vieux_moine,0.021
long_theatre,-0.021
pure_solitude,0.065
scène_vide,0.149
ile_plane,-0.036
accueil_chaleureux,0.122
petite_nature,-0.078
temps_passé,-0.031
nature_insolite,-0.039
festival_religieux,-0.01
scène_insolite,-0.105
personne_importante,0.11
petit_magasin,-0.078
chic_bracelet,0.125
énorme_frayeur,-0.782
femme_gracieuse,0.07
chambre_romantique,0.414
ballet_contemporain,0.003
grande_architecture,0.239
architecture_populaire,0.004
fleurs_cultivées,0.068
jour_ensoleillé,0.509
sale_nuit,-0.543
petite_pensée,-0.201
belle_mode,0.789
chat_sauvage,-0.594
grand_papier,0.165
petit_bichon,-0.078
musée_antique,-0.013
roman_érotique,0.196
peau_douce,0.116
chien_bizarre,-0.434
future_ville,0.004
aquarium_sale,-0.263
serveur_fou,-0.127
nature_bucolique,0.004
livres_anciens,0.021
beau_ciel,0.977
chien_battu,0.14
jardin_historique,0.035
petit_moine,-0.056
objet_naturel,-0.062
jeune_ado,0.009
prise_électrique,0.012
grande_plage,0.239
vue_exterieure,0.141
marais_salant,-0.281
foret_fantastique,0.281
étrange_nuage,-0.091
collage_artistique,0.193
insolite_voyages,-0.039
espace_protégé,-0.564
front_large,0.068
immeuble_abandonné,0.028
merveilleuse_nature,0.612
fleur_imaginaire,-0.562
atmosphère_onirique,0.024
petit_espace,-0.158
gros_chien,0.046
visions_fugitives,-0.125
lumière_intense,0.108
bonne_blague,0.125
mode_bizarre,-0.406
mine_abandonnée,0.028
marée_noire,0.132
forme_sombre,-0.374
ambiance_romantique,0.906
compagnon_domestique,0.002
hotel_moderne,0.018
déesse_gracieuse,0.07
rideau_déchiré,-0.203
jour_heureux,0.657
super_village,0.364
ancienne_mine,0.021
douce_ambiance,0.073
femme_fatale,-0.287
cabinet_médical,0.008
vieux_toits,0.021
lente_chute,-0.587
chapeau_typique,0.089
enfants_perdus,-0.165
soirée_artistique,0.193
desaturation_partielle,0.088
bâtiment_ancien,0.021
petite_riviere,-0.078
chien_triste,-1.465
terre_aride,0.024
humeur_sombre,-1.374
quiet_moment,-0.115
petite_nuit,-0.174
esprit_pur,0.104
haute_vitesse,0.025
oiseaux_morts,-0.355
maison_vide,0.07
plante_tropicale,-0.059
femme_seul,0.031
lac_gelé,-0.119
grand_duc,0.707
grande_limace,0.33
village_typique,0.044
pause_lente,-0.062
environnement_naturel,-0.026
bois_tropical,-0.021
livre_secret,0.006
attractive_couple,0.306
graffiti_analogue,0.062
eau_lourde,-0.027
double_case,-0.027
belle_plante,0.727
voiture_ancienne,0.021
escalier_romantique,0.414
produits_naturels,-0.026
regard_intense,0.068
jeune_pêcheur,0.009
belle_lumière,0.767
ciel_dégagé,0.668
petit_croix,-0.75
petit_fleur,-0.156
petit_bijoux,-0.156
passage_grave,-0.573
site_sensible,-0.037
beaux_bijoux,0.493
simple_tour,-0.241
théâtre_magique,-0.031
lieu_sacré,0.07
maquillage_bio,0.044
vie_pratique,0.066
petits_animaux,-0.078
évènement_artistique,0.193
four_royal,0.029
territoires_occupés,-0.006
visite_historique,0.035
petite_salle,-0.156
petite_vie,-0.607
petite_classe,-0.156
belle_famille,0.363
paysage_incroyable,0.219
petit_papier,-0.078
monument_religieux,-0.02
vieux_souvenir,0.046
regard_mystérieux,-0.07
objet_remarquable,0.07
restaurant_antique,-0.004
mauvaise_situation,-0.727
arc_plein,-0.117
architecture_naturelle,-0.026
canard_gras,-0.125
espace_plein,-0.236
